,2008-10-23 02:53:04,116.318417,39.984702,0.0
,2008-10-23 02:53:20,116.318385,39.984688,0.0
,2008-10-23 02:53:25,116.318263,39.984655,0.0
,2008-10-23 02:53:45,116.317294,39.984539,0.0
,2008-10-23 02:53:50,116.317065,39.984606,0.0
,2008-10-23 02:54:45,116.314907,39.984501,0.0
,2008-10-23 02:54:50,116.314808,39.984532,0.0
,2008-10-23 02:55:05,116.31424,39.984427,0.0
,2008-10-23 02:55:20,116.313659,39.984501,0.0
,2008-10-23 02:55:25,116.314323,39.984618,0.0
,2008-10-23 02:57:20,116.309937,39.984696,0.0
,2008-10-23 02:59:25,116.3063,39.984466,0.0
,2008-10-23 02:59:55,116.305023,39.984393,0.0
,2008-10-23 03:00:00,116.304909,39.984356,0.0
,2008-10-23 03:00:25,116.303934,39.984368,0.0
,2008-10-23 03:00:30,116.303813,39.984437,0.0
,2008-10-23 03:00:35,116.303672,39.984429,0.0
,2008-10-23 03:00:40,116.303444,39.984342,0.0
,2008-10-23 03:02:20,116.29981,39.984283,0.0
,2008-10-23 03:02:25,116.299744,39.984335,0.0
,2008-10-23 03:02:30,116.299703,39.984312,0.0
,2008-10-23 03:02:35,116.299699,39.984177,0.0
,2008-10-23 03:02:40,116.299697,39.98414,0.0
,2008-10-23 03:02:50,116.299736,39.984258,0.0
,2008-10-23 03:02:55,116.299573,39.984031,0.0
,2008-10-23 03:03:00,116.299578,39.98379,0.0
,2008-10-23 03:03:40,116.299238,39.983509,0.0
,2008-10-23 03:04:20,116.299265,39.983276,0.0
,2008-10-23 03:04:30,116.299147,39.983403,0.0
,2008-10-23 03:04:40,116.299031,39.983675,0.0
,2008-10-23 03:04:45,116.298932,39.983663,0.0
,2008-10-23 03:04:50,116.298903,39.983533,0.0
,2008-10-23 03:04:55,116.298869,39.98359,0.0
,2008-10-23 03:05:10,116.298725,39.984045,0.0
,2008-10-23 03:05:15,116.298663,39.984019,0.0
,2008-10-23 04:08:07,116.286798,39.995777,0.0
,2008-10-23 04:08:12,116.285446,39.996832,0.0
,2008-10-23 04:08:42,116.299292,39.984397,0.0
,2008-10-23 04:08:52,116.299413,39.984499,0.0
,2008-10-23 04:09:02,116.299477,39.98441,0.0
,2008-10-23 04:09:07,116.299569,39.984421,0.0
,2008-10-23 04:09:12,116.29953,39.984518,0.0
,2008-10-23 04:09:17,116.299645,39.984488,0.0
,2008-10-23 04:09:22,116.299523,39.98454,0.0
,2008-10-23 04:09:27,116.299528,39.98446,0.0
,2008-10-23 04:10:27,116.29941,39.984546,0.0
,2008-10-23 04:10:37,116.299315,39.98473,0.0
,2008-10-23 04:10:47,116.299297,39.984789,0.0
,2008-10-23 04:11:02,116.299617,39.984743,0.0
,2008-10-23 04:11:07,116.299625,39.984671,0.0
,2008-10-23 04:11:17,116.29952,39.984733,0.0
,2008-10-23 04:11:22,116.299902,39.983841,0.0
,2008-10-23 04:11:27,116.300177,39.983861,0.0
,2008-10-23 04:11:32,116.300329,39.983842,0.0
,2008-10-23 04:11:37,116.300308,39.983984,0.0
,2008-10-23 04:11:52,116.300019,39.984373,0.0
,2008-10-23 04:12:02,116.300058,39.984723,0.0
,2008-10-23 04:14:27,116.304927,39.985031,0.0
,2008-10-23 04:14:32,116.305192,39.985082,0.0
,2008-10-23 04:16:02,116.308313,39.985256,0.0
,2008-10-23 04:16:42,116.309888,39.985202,0.0
,2008-10-23 04:16:47,116.30998,39.985282,0.0
,2008-10-23 04:18:37,116.310052,39.988111,0.0
,2008-10-23 04:18:42,116.309902,39.988293,0.0
,2008-10-23 04:18:47,116.309931,39.988397,0.0
,2008-10-23 04:20:12,116.310277,39.990406,0.0
,2008-10-23 04:20:22,116.310134,39.99065,0.0
,2008-10-23 04:21:27,116.310109,39.990793,0.0
